,difficulty,question_number,duration,count,frequency,participant_number,magnitude
207,14.0,14.0,0.0,0.0,0.0,8,84
208,14.0,14.0,0.262,1.0,3.81679389312977,8,86
209,14.0,14.0,0.15466666666666667,3.0,19.396551724137925,8,33
210,14.0,14.0,0.1292,5.0,38.699690402476776,8,8
211,14.0,14.0,0.1292,5.0,38.699690402476776,8,43
212,14.0,14.0,0.1292,5.0,38.699690402476776,8,74
213,14.0,14.0,0.1168,5.0,42.80821917808218,8,22
214,14.0,14.0,0.12733333333333333,3.0,23.560209424083773,8,48
215,14.0,14.0,0.2,1.0,5.0,8,70
216,14.0,14.0,0.2,1.0,5.0,8,48
217,14.0,14.0,0.652,2.0,3.0674846625766867,8,51
218,14.0,14.0,1.104,1.0,0.9057971014492752,8,88
219,14.0,14.0,0.6940000000000001,2.0,2.8818443804034577,8,21
224,15.0,15.0,0.185,2.0,10.810810810810812,8,13
225,15.0,15.0,0.179,2.0,11.1731843575419,8,91
226,15.0,15.0,0.132,2.0,15.15151515151515,8,27
227,15.0,15.0,0.13466666666666668,3.0,22.277227722772274,8,38
228,15.0,15.0,0.1348,5.0,37.0919881305638,8,2
229,15.0,15.0,0.1522857142857143,7.0,45.96622889305816,8,21
230,15.0,15.0,0.15771428571428572,7.0,44.38405797101449,8,1
231,15.0,15.0,0.16066666666666668,6.0,37.34439834024897,8,95
232,15.0,15.0,0.2911428571428572,7.0,24.0431795878312,8,60
233,15.0,15.0,0.3536,5.0,14.14027149321267,8,26
234,15.0,15.0,0.394,5.0,12.690355329949238,8,68
235,15.0,15.0,0.452,4.0,8.849557522123892,8,45
236,15.0,15.0,0.452,4.0,8.849557522123892,8,67
237,15.0,15.0,0.594,3.0,5.050505050505051,8,72
238,15.0,15.0,0.594,3.0,5.050505050505051,8,54
239,15.0,15.0,1.188,1.0,0.8417508417508418,8,85
240,15.0,15.0,0.6213333333333333,3.0,4.828326180257512,8,40
241,15.0,15.0,0.4955,4.0,8.072653884964684,8,52
250,16.0,16.0,0.092,1.0,10.869565217391305,8,16
251,16.0,16.0,0.092,1.0,10.869565217391305,8,70
252,16.0,16.0,0.06466666666666666,3.0,46.39175257731959,8,29
253,16.0,16.0,0.06466666666666666,3.0,46.39175257731959,8,17
254,16.0,16.0,0.051,2.0,39.2156862745098,8,79
255,16.0,16.0,0.11266666666666665,3.0,26.62721893491125,8,91
256,16.0,16.0,0.14800000000000002,4.0,27.02702702702703,8,33
257,16.0,16.0,0.245,2.0,8.16326530612245,8,92
258,16.0,16.0,0.245,2.0,8.16326530612245,8,76
259,16.0,16.0,0.18866666666666665,3.0,15.901060070671384,8,22
260,16.0,16.0,0.165,2.0,12.12121212121212,8,54
261,16.0,16.0,0.16399999999999998,2.0,12.195121951219509,8,51
262,16.0,16.0,0.16399999999999998,2.0,12.195121951219509,8,70
263,16.0,16.0,0.152,4.0,26.315789473684212,8,19
264,16.0,16.0,0.1476,5.0,33.87533875338753,8,15
265,16.0,16.0,0.1476,5.0,33.87533875338753,8,34
266,16.0,16.0,0.16160000000000002,5.0,30.940594059405928,8,95
299,1.0,17.0,0.14833333333333334,6.0,40.44943820224719,8,92
300,2.0,18.0,0.14833333333333334,6.0,40.44943820224719,8,10
301,2.0,18.0,0.13699999999999998,4.0,29.197080291970806,8,50
302,2.0,18.0,0.16066666666666665,3.0,18.672199170124482,8,31
303,3.0,19.0,0.1395,4.0,28.67383512544804,8,56
304,3.0,19.0,0.06999999999999999,3.0,42.85714285714286,8,53
305,3.0,19.0,0.06999999999999999,3.0,42.85714285714286,8,66
306,3.0,19.0,0.06999999999999999,3.0,42.85714285714286,8,28
307,4.0,20.0,0.08099999999999999,2.0,24.691358024691358,8,95
308,4.0,20.0,0.2786666666666667,3.0,10.76555023923445,8,38
309,4.0,20.0,0.375,2.0,5.333333333333333,8,64
310,4.0,20.0,0.2886666666666667,3.0,10.392609699769052,8,49
311,5.0,21.0,0.2886666666666667,3.0,10.392609699769052,8,44
312,5.0,21.0,0.2240000000000001,5.0,22.32142857142857,8,59
313,5.0,21.0,0.121,4.0,33.057851239669425,8,68
314,5.0,21.0,0.121,4.0,33.057851239669425,8,82
315,5.0,21.0,0.12266666666666665,3.0,24.45652173913044,8,89
316,5.0,21.0,0.12266666666666665,3.0,24.45652173913044,8,48
317,5.0,21.0,0.114,1.0,8.771929824561402,8,59
318,5.0,21.0,0.079,2.0,25.31645569620253,8,9
319,5.0,21.0,0.102,4.0,39.2156862745098,8,40
320,5.0,21.0,0.102,4.0,39.2156862745098,8,8
321,5.0,21.0,0.102,4.0,39.2156862745098,8,18
322,5.0,21.0,0.102,4.0,39.2156862745098,8,49
323,6.0,22.0,0.17666666666666667,3.0,16.9811320754717,8,50
325,6.0,22.0,0.28,1.0,3.571428571428571,8,17
326,6.0,22.0,0.28,1.0,3.571428571428571,8,96
327,7.0,23.0,0.28,1.0,3.571428571428571,8,89
328,7.0,23.0,0.0,0.0,0.0,8,76
329,7.0,23.0,0.0,0.0,0.0,8,11
330,7.0,23.0,0.106,2.0,18.867924528301888,8,33
331,7.0,23.0,0.106,2.0,18.867924528301888,8,11
332,7.0,23.0,0.106,2.0,18.867924528301888,8,13
333,7.0,23.0,0.106,2.0,18.867924528301888,8,66
334,8.0,24.0,0.106,2.0,18.867924528301888,8,51
335,8.0,24.0,0.0,0.0,0.0,8,63
336,8.0,24.0,0.0,0.0,0.0,8,31
337,8.0,24.0,0.08199999999999999,1.0,12.195121951219509,8,87
338,8.0,24.0,0.08199999999999999,1.0,12.195121951219509,8,99
339,8.0,24.0,0.08199999999999999,1.0,12.195121951219509,8,90
340,9.0,25.0,0.08199999999999999,1.0,12.195121951219509,8,44
341,9.0,25.0,0.08800000000000001,2.0,22.72727272727273,8,86
342,9.0,25.0,0.094,1.0,10.638297872340424,8,69
343,9.0,25.0,0.094,1.0,10.638297872340424,8,61
344,9.0,25.0,0.094,1.0,10.638297872340424,8,94
345,9.0,25.0,0.094,1.0,10.638297872340424,8,11
346,9.0,25.0,0.27,1.0,3.7037037037037033,8,41
347,9.0,25.0,0.17300000000000001,2.0,11.560693641618496,8,96
348,9.0,25.0,0.17300000000000001,2.0,11.560693641618496,8,80
349,9.0,25.0,0.17300000000000001,2.0,11.560693641618496,8,64
350,10.0,26.0,0.17300000000000001,2.0,11.560693641618496,8,94
351,10.0,26.0,0.076,1.0,13.157894736842106,8,26
352,10.0,26.0,0.0,0.0,0.0,8,39
353,10.0,26.0,0.192,1.0,5.208333333333333,8,55
354,10.0,26.0,0.192,1.0,5.208333333333333,8,7
355,10.0,26.0,0.21,2.0,9.523809523809524,8,65
356,10.0,26.0,0.153,4.0,26.1437908496732,8,84
357,10.0,26.0,0.153,4.0,26.1437908496732,8,86
358,10.0,26.0,0.14,3.0,21.42857142857143,8,38
359,11.0,27.0,0.14,3.0,21.42857142857143,8,51
360,11.0,27.0,0.096,2.0,20.83333333333333,8,15
361,11.0,27.0,0.0,0.0,0.0,8,13
362,11.0,27.0,0.08800000000000001,1.0,11.363636363636365,8,53
363,11.0,27.0,0.08800000000000001,1.0,11.363636363636365,8,17
364,11.0,27.0,0.08800000000000001,1.0,11.363636363636365,8,39
365,11.0,27.0,0.08800000000000001,1.0,11.363636363636365,8,4
366,11.0,27.0,0.189,2.0,10.582010582010582,8,10
367,11.0,27.0,0.29,1.0,3.4482758620689657,8,41
368,11.0,27.0,0.189,2.0,10.582010582010582,8,11
369,11.0,27.0,0.189,2.0,10.582010582010582,8,48
380,12.0,28.0,0.1,2.0,20.0,8,31
381,12.0,28.0,0.09266666666666667,3.0,32.37410071942445,8,33
382,12.0,28.0,0.092,2.0,21.73913043478261,8,73
383,12.0,28.0,0.092,2.0,21.73913043478261,8,34
384,12.0,28.0,0.14,3.0,21.428571428571427,8,94
385,12.0,28.0,0.14,3.0,21.428571428571427,8,80
386,12.0,28.0,0.12,5.0,41.66666666666667,8,79
387,12.0,28.0,0.1195,8.0,66.94560669456067,8,15
388,12.0,28.0,0.1195,8.0,66.94560669456067,8,23
389,12.0,28.0,0.12657142857142858,7.0,55.30474040632053,8,3
390,12.0,28.0,0.12657142857142858,7.0,55.30474040632053,8,74
391,12.0,28.0,0.1416,5.0,35.310734463276845,8,32
395,13.0,29.0,0.066,2.0,30.3030303030303,8,29
396,13.0,29.0,0.062,2.0,32.25806451612903,8,24
397,13.0,29.0,0.062,2.0,32.25806451612903,8,1
398,13.0,29.0,0.062,2.0,32.25806451612903,8,97
399,13.0,29.0,0.07200000000000001,1.0,13.888888888888893,8,27
400,13.0,29.0,0.07200000000000001,1.0,13.888888888888893,8,32
401,13.0,29.0,0.0,0.0,0.0,8,74
402,13.0,29.0,0.0,0.0,0.0,8,36
403,13.0,29.0,0.236,1.0,4.2372881355932215,8,2
404,13.0,29.0,0.264,2.0,7.575757575757575,8,42
405,13.0,29.0,0.264,2.0,7.575757575757575,8,58
406,13.0,29.0,0.264,2.0,7.575757575757575,8,64
407,13.0,29.0,0.264,2.0,7.575757575757575,8,60
408,14.0,30.0,0.182,2.0,10.989010989010987,8,93
409,14.0,30.0,0.07200000000000001,1.0,13.888888888888893,8,19
410,14.0,30.0,0.057999999999999996,3.0,51.72413793103448,8,6
411,14.0,30.0,0.057999999999999996,3.0,51.72413793103448,8,72
412,14.0,30.0,0.057999999999999996,3.0,51.72413793103448,8,91
413,14.0,30.0,0.051,2.0,39.215686274509814,8,84
414,14.0,30.0,0.051,2.0,39.215686274509814,8,58
415,14.0,30.0,0.0,0.0,0.0,8,48
416,14.0,30.0,0.0,0.0,0.0,8,47
417,14.0,30.0,0.16533333333333333,3.0,18.145161290322573,8,90
422,15.0,31.0,0.0,0.0,0.0,8,93
423,15.0,31.0,0.0,0.0,0.0,8,94
424,15.0,31.0,0.0,0.0,0.0,8,36
425,15.0,31.0,0.0,0.0,0.0,8,81
426,15.0,31.0,0.0,0.0,0.0,8,42
427,15.0,31.0,0.0,0.0,0.0,8,73
428,15.0,31.0,0.0,0.0,0.0,8,53
429,15.0,31.0,0.0,0.0,0.0,8,56
430,15.0,31.0,0.0,0.0,0.0,8,85
431,15.0,31.0,0.076,2.0,26.315789473684212,8,75
432,15.0,31.0,0.076,2.0,26.315789473684212,8,95
433,15.0,31.0,0.076,2.0,26.315789473684212,8,18
434,15.0,31.0,0.1565,4.0,25.559105431309906,8,6
435,15.0,31.0,0.1565,4.0,25.559105431309906,8,47
440,16.0,32.0,0.108,2.0,18.51851851851852,8,49
441,16.0,32.0,0.068,1.0,14.705882352941178,8,21
442,16.0,32.0,0.068,1.0,14.705882352941178,8,17
443,16.0,32.0,0.07400000000000001,2.0,27.027027027027025,8,75
444,16.0,32.0,0.07400000000000001,2.0,27.027027027027025,8,32
445,16.0,32.0,0.08,1.0,12.5,8,34
446,16.0,32.0,0.08,1.0,12.5,8,35
447,16.0,32.0,0.151,2.0,13.245033112582787,8,79
448,16.0,32.0,0.222,1.0,4.504504504504505,8,51
449,16.0,32.0,0.222,1.0,4.504504504504505,8,79
450,16.0,32.0,0.162,2.0,12.345679012345679,8,24
451,16.0,32.0,0.162,2.0,12.345679012345679,8,91
452,16.0,32.0,0.102,1.0,9.803921568627453,8,57
453,16.0,32.0,0.102,1.0,9.803921568627453,8,88
454,16.0,32.0,0.102,1.0,9.803921568627453,8,64
455,16.0,32.0,0.366,1.0,2.7322404371584703,8,45
456,16.0,32.0,0.366,1.0,2.7322404371584703,8,34
457,16.0,32.0,0.32466666666666666,3.0,9.240246406570842,8,26
458,16.0,32.0,0.2795,4.0,14.311270125223615,8,88
470,16.0,32.0,0.2828,5.0,17.68033946251768,8,69
471,16.0,32.0,0.236,5.0,21.186440677966107,8,19
472,16.0,32.0,0.218,4.0,18.348623853211013,8,41
473,16.0,32.0,0.17450000000000002,4.0,22.92263610315186,8,44
474,16.0,32.0,0.0,0.0,0.0,8,12
475,16.0,32.0,0.3313333333333333,3.0,9.054325955734408,8,10
476,16.0,32.0,0.418,2.0,4.784688995215312,8,33
477,16.0,32.0,0.28300000000000003,4.0,14.13427561837456,8,72
478,16.0,32.0,0.3425,4.0,11.678832116788321,8,21
479,16.0,32.0,0.226,3.0,13.27433628318584,8,66
480,16.0,32.0,0.2085,4.0,19.18465227817745,8,31
481,16.0,32.0,0.221,6.0,27.149321266968325,8,17
482,16.0,32.0,0.2575,4.0,15.533980582524276,8,71
483,16.0,32.0,0.21600000000000005,3.0,13.888888888888893,8,82
484,16.0,32.0,0.3025,4.0,13.223140495867767,8,26
485,16.0,32.0,0.3513333333333333,3.0,8.538899430740036,8,56
486,16.0,32.0,0.562,1.0,1.779359430604982,8,19
487,16.0,32.0,0.562,1.0,1.779359430604982,8,33
488,16.0,32.0,0.332,2.0,6.024096385542167,8,97
489,16.0,32.0,0.198,2.0,10.101010101010102,8,7
490,16.0,32.0,0.141,4.0,28.368794326241137,8,67
491,16.0,32.0,0.13679999999999998,5.0,36.54970760233919,8,51
492,16.0,32.0,0.13679999999999998,5.0,36.54970760233919,8,84
493,16.0,32.0,0.1456,5.0,34.340659340659336,8,11
494,16.0,32.0,0.20133333333333334,6.0,29.801324503311246,8,58
495,16.0,32.0,0.26,4.0,15.384615384615385,8,99
496,16.0,32.0,0.3075,4.0,13.008130081300811,8,53
497,16.0,32.0,0.28300000000000003,6.0,21.201413427561842,8,29
498,16.0,32.0,0.3104,5.0,16.10824742268041,8,29
499,16.0,32.0,0.2735,4.0,14.625228519195607,8,98
500,16.0,32.0,0.2735,4.0,14.625228519195607,8,25
501,16.0,32.0,0.26133333333333336,3.0,11.479591836734693,8,61
502,16.0,32.0,0.316,1.0,3.1645569620253164,8,38
503,16.0,32.0,0.198,2.0,10.1010101010101,8,81
507,1.0,33.0,0.14300000000000002,4.0,27.97202797202797,8,58
508,2.0,34.0,0.16399999999999998,3.0,18.29268292682927,8,34
509,2.0,34.0,0.099,2.0,20.2020202020202,8,52
510,2.0,34.0,0.099,2.0,20.2020202020202,8,22
511,3.0,35.0,0.342,4.0,11.695906432748535,8,23
512,3.0,35.0,0.585,2.0,3.418803418803419,8,15
513,3.0,35.0,0.585,2.0,3.418803418803419,8,81
514,3.0,35.0,0.585,2.0,3.418803418803419,8,98
515,3.0,35.0,0.585,2.0,3.418803418803419,8,23
516,4.0,36.0,0.068,1.0,14.705882352941178,8,71
517,4.0,36.0,0.156,2.0,12.82051282051282,8,51
518,4.0,36.0,0.13533333333333333,3.0,22.167487684729068,8,11
519,4.0,36.0,0.1855,4.0,21.563342318059306,8,9
520,4.0,36.0,0.1855,4.0,21.563342318059306,8,52
521,4.0,36.0,0.22466666666666665,3.0,13.353115727002967,8,21
522,5.0,37.0,0.215,2.0,9.302325581395348,8,43
523,5.0,37.0,0.29300000000000004,2.0,6.8259385665529,8,12
524,5.0,37.0,0.17600000000000002,2.0,11.363636363636365,8,57
525,5.0,37.0,0.20666666666666667,3.0,14.516129032258064,8,9
526,5.0,37.0,0.20666666666666667,3.0,14.516129032258064,8,85
527,6.0,38.0,0.20666666666666667,3.0,14.516129032258064,8,46
528,6.0,38.0,0.185,2.0,10.810810810810812,8,54
529,6.0,38.0,0.19800000000000004,3.0,15.151515151515147,8,28
530,6.0,38.0,0.163,2.0,12.269938650306747,8,7
531,6.0,38.0,0.1375,4.0,29.09090909090909,8,2
532,6.0,38.0,0.17360000000000006,5.0,28.801843317972345,8,9
534,6.0,38.0,0.18066666666666667,3.0,16.605166051660515,8,73
535,7.0,39.0,0.18066666666666667,3.0,16.605166051660515,8,3
536,7.0,39.0,0.41,2.0,4.878048780487805,8,87
537,7.0,39.0,0.396,2.0,5.05050505050505,8,11
538,7.0,39.0,0.396,2.0,5.05050505050505,8,65
539,7.0,39.0,0.396,2.0,5.05050505050505,8,27
540,7.0,39.0,0.4728,5.0,10.575296108291033,8,48
541,7.0,39.0,0.524,3.0,5.7251908396946565,8,59
542,7.0,39.0,0.4755,4.0,8.412197686645634,8,82
543,7.0,39.0,0.4755,4.0,8.412197686645634,8,6
544,7.0,39.0,0.4444,5.0,11.25112511251125,8,5
545,7.0,39.0,0.325,2.0,6.153846153846152,8,2
546,7.0,39.0,0.3453333333333333,3.0,8.687258687258687,8,35
547,7.0,39.0,0.39,3.0,7.6923076923076925,8,66
548,7.0,39.0,0.39,3.0,7.6923076923076925,8,73
550,7.0,39.0,0.35400000000000004,3.0,8.47457627118644,8,86
551,8.0,40.0,0.338,2.0,5.9171597633136095,8,42
552,8.0,40.0,0.212,1.0,4.716981132075472,8,66
553,8.0,40.0,0.268,2.0,7.4626865671641776,8,4
554,8.0,40.0,0.3433333333333333,3.0,8.737864077669903,8,81
555,8.0,40.0,0.3433333333333333,3.0,8.737864077669903,8,20
556,8.0,40.0,0.3255,4.0,12.288786482334867,8,38
557,8.0,40.0,0.3255,4.0,12.288786482334867,8,49
558,8.0,40.0,0.326,3.0,9.202453987730062,8,17
559,8.0,40.0,0.31,2.0,6.451612903225808,8,7
560,8.0,40.0,0.31,2.0,6.451612903225808,8,35
561,8.0,40.0,0.231,2.0,8.658008658008658,8,98
562,8.0,40.0,0.192,3.0,15.625000000000002,8,91
563,8.0,40.0,0.2005,4.0,19.950124688279306,8,96
564,8.0,40.0,0.15133333333333335,3.0,19.823788546255503,8,40
569,9.0,41.0,0.0,0.0,0.0,8,2
570,9.0,41.0,0.056,1.0,17.857142857142858,8,50
571,9.0,41.0,0.056,1.0,17.857142857142858,8,26
572,9.0,41.0,0.056,1.0,17.857142857142858,8,79
573,9.0,41.0,0.056,1.0,17.857142857142858,8,56
574,9.0,41.0,0.057,2.0,35.08771929824561,8,31
575,9.0,41.0,0.058,1.0,17.241379310344826,8,20
576,9.0,41.0,0.06133333333333332,3.0,48.91304347826088,8,18
577,9.0,41.0,0.06133333333333332,3.0,48.91304347826088,8,68
578,9.0,41.0,0.139,4.0,28.776978417266182,8,28
579,9.0,41.0,0.1725,4.0,23.18840579710145,8,90
580,9.0,41.0,0.17319999999999994,5.0,28.868360277136265,8,41
581,9.0,41.0,0.2466666666666667,3.0,12.162162162162161,8,81
582,9.0,41.0,0.2466666666666667,3.0,12.162162162162161,8,48
583,9.0,41.0,0.184,2.0,10.869565217391305,8,10
584,10.0,42.0,0.17600000000000002,1.0,5.6818181818181825,8,3
585,10.0,42.0,0.0,0.0,0.0,8,87
586,10.0,42.0,0.071,2.0,28.16901408450705,8,32
587,10.0,42.0,0.08,3.0,37.5,8,51
588,10.0,42.0,0.08,3.0,37.5,8,21
589,10.0,42.0,0.0775,4.0,51.61290322580646,8,74
590,10.0,42.0,0.078,5.0,64.1025641025641,8,22
591,10.0,42.0,0.08549999999999999,4.0,46.783625730994146,8,70
592,10.0,42.0,0.07650000000000001,4.0,52.2875816993464,8,72
593,10.0,42.0,0.07650000000000001,4.0,52.2875816993464,8,80
595,11.0,43.0,0.078,2.0,25.64102564102564,8,35
596,11.0,43.0,0.057,2.0,35.087719298245624,8,99
597,11.0,43.0,0.075,2.0,26.66666666666667,8,77
598,11.0,43.0,0.14533333333333331,3.0,20.642201834862387,8,21
599,11.0,43.0,0.1405,4.0,28.46975088967972,8,81
600,11.0,43.0,0.1376,5.0,36.337209302325576,8,13
601,11.0,43.0,0.0,0.0,0.0,8,53
602,11.0,43.0,0.0,0.0,0.0,8,62
603,11.0,43.0,0.1605,4.0,24.922118380062305,8,28
604,11.0,43.0,0.172,3.0,17.441860465116278,8,69
605,11.0,43.0,0.195,2.0,10.256410256410255,8,77
606,11.0,43.0,0.195,2.0,10.256410256410255,8,27
607,11.0,43.0,0.278,2.0,7.1942446043165456,8,75
608,11.0,43.0,0.29,1.0,3.4482758620689657,8,16
609,11.0,43.0,0.45299999999999996,2.0,4.415011037527594,8,93
610,11.0,43.0,0.45299999999999996,2.0,4.415011037527594,8,1
611,11.0,43.0,0.45299999999999996,2.0,4.415011037527594,8,49
612,11.0,43.0,0.373,2.0,5.361930294906166,8,95
613,11.0,43.0,0.2926666666666667,3.0,10.250569476082005,8,65
614,11.0,43.0,0.13333333333333333,3.0,22.5,8,55
615,11.0,43.0,0.13333333333333333,3.0,22.5,8,97
616,11.0,43.0,0.13333333333333333,3.0,22.5,8,60
617,11.0,43.0,0.135,2.0,14.814814814814813,8,4
618,11.0,43.0,0.11100000000000004,2.0,18.01801801801801,8,27
619,11.0,43.0,0.093,2.0,21.505376344086017,8,10
620,11.0,43.0,0.093,2.0,21.505376344086017,8,44
621,11.0,43.0,0.093,2.0,21.505376344086017,8,66
622,11.0,43.0,0.0785,4.0,50.955414012738856,8,35
623,12.0,44.0,0.07666666666666666,3.0,39.130434782608695,8,22
624,12.0,44.0,0.064,2.0,31.25,8,52
625,12.0,44.0,0.064,2.0,31.25,8,32
626,12.0,44.0,0.0935,4.0,42.78074866310161,8,36
627,12.0,44.0,0.12266666666666665,3.0,24.45652173913044,8,11
628,12.0,44.0,0.12266666666666665,3.0,24.45652173913044,8,72
629,12.0,44.0,0.12266666666666665,3.0,24.45652173913044,8,82
630,12.0,44.0,0.12266666666666665,3.0,24.45652173913044,8,72
631,12.0,44.0,0.122,1.0,8.196721311475411,8,20
632,12.0,44.0,0.318,1.0,3.144654088050314,8,91
633,12.0,44.0,0.199,2.0,10.050251256281406,8,93
634,12.0,44.0,0.199,2.0,10.050251256281406,8,88
635,12.0,44.0,0.37266666666666665,3.0,8.050089445438282,8,19
636,12.0,44.0,0.37266666666666665,3.0,8.050089445438282,8,90
